sector,stock_name,symbol,overall_score,return_pct,score_rank,return_rank,rank_deviation,rank_deviation_pct,bucket
"Sugar","DCM Shriram Industries Ltd",DCMSRIND,52.56,-27.48,19,25,6,17.14,"Within 25%"
"Sugar","Rana Sugars Ltd",RANASUG,52.06,-25.48,20,20,0,0,"Exact Match"
"Sugar","Simbhaoli Sugars Ltd",SIMBHALS,51.34,-43.19,21,33,12,34.29,"Rest"
"Sugar","Dwarikesh Sugar Industries Ltd",DWARKESH,51.26,-14.25,22,11,11,31.43,"Rest"
"Sugar","Triveni Engineering and Industries Ltd",TRIVENI,51.16,13.34,23,4,19,54.29,"Rest"
"Sugar","Balrampur Chini Mills Ltd",BALRAMCHIN,51.02,-20.14,24,15,9,25.71,"Rest"
"Sugar","Shree Hanuman Sugar & Industries Ltd",537709,50.79,-10.43,25,9,16,45.71,"Rest"
"Sugar","Dhampur Sugar Mills Ltd",DHAMPURSUG,49.43,-12.76,26,10,16,45.71,"Rest"
"Sugar","Dhampur Bio Organics Ltd",DBOL,49.42,13.73,27,3,24,68.57,"Rest"
"Sugar","Bajaj Hindusthan Sugar Ltd",BAJAJHIND,47.76,-29.36,28,27,1,2.86,"Within 10%"
"Sugar","Zuari Industries Ltd",ZUARIIND,47.04,-26.81,29,24,5,14.29,"Within 25%"
"Sugar","EID Parry (India) Ltd",EIDPARRY,46.98,-26.45,30,22,8,22.86,"Within 25%"
"Sugar","Vishwaraj Sugar Industries Ltd",VISHWARAJ,45.83,-37.49,31,32,1,2.86,"Within 10%"
"Sugar","Kesar Enterprises Ltd",KESARENT,42.57,-49.12,32,34,2,5.71,"Within 10%"
"Sugar","Parvati Sweetners and Power Ltd",541347,35.70,5.07,33,6,27,77.14,"Rest"
"Sugar","Oswal Overseas Ltd",531065,34.30,180.44,34,1,33,94.29,"Rest"
"Sugar","Sir Shadi Lal Enterprises Ltd",532879,30.68,13.27,35,5,30,85.71,"Rest"
"Telecom Equipment & Infra Services","Indus Towers Ltd",INDUSTOWER,81.51,30.42,1,2,1,7.69,"Within 10%"
"Telecom Equipment & Infra Services","Steelman Telecom Ltd",543622,77.88,-43.03,2,12,10,76.92,"Rest"
"Telecom Equipment & Infra Services","ADC India Communications Ltd",KRONECOMM,71.93,-5.41,3,6,3,23.08,"Within 25%"
"Telecom Equipment & Infra Services","Tejas Networks Ltd",TEJASNET,69.66,-48.80,4,13,9,69.23,"Rest"
"Telecom Equipment & Infra Services","Telogica Ltd",532975,66.41,-17.24,5,7,2,15.38,"Within 25%"
"Telecom Equipment & Infra Services","Suyog Telematics Ltd",SUYOG,64.93,-25.06,6,9,3,23.08,"Within 25%"
"Telecom Equipment & Infra Services","Valiant Communications Ltd",526775,55.07,56.93,7,1,6,46.15,"Rest"
"Telecom Equipment & Infra Services","HFCL Ltd",HFCL,54.91,-4.62,8,5,3,23.08,"Within 25%"
"Telecom Equipment & Infra Services","NELCO Ltd",NELCO,54.26,-25.47,9,10,1,7.69,"Within 10%"
"Telecom Equipment & Infra Services","Umiya Buildcon Ltd",UMIYA-MRO,52.73,4.66,10,4,6,46.15,"Rest"
"Telecom Equipment & Infra Services","Precision Electronics Ltd",517258,43.60,-22.46,11,8,3,23.08,"Within 25%"
"Telecom Equipment & Infra Services","GTL Infrastructure Ltd",GTLINFRA,40.74,-26.80,12,11,1,7.69,"Within 10%"
"Telecom Equipment & Infra Services","Punjab Communications Ltd",PUNJCOMMU,35.62,7.86,13,3,10,76.92,"Rest"
"Telecom-Service","Nettlinx Ltd",511658,73.10,-17.48,1,7,6,50,"Rest"
"Telecom-Service","Bharti Airtel Ltd",BHARTIARTL,65.80,-1.00,2,3,1,8.33,"Within 10%"
"Telecom-Service","OnMobile Global Ltd",ONMOBILE,61.52,-3.31,3,5,2,16.67,"Within 25%"
"Telecom-Service","GTL Ltd",GTL,60.63,-29.13,4,11,7,58.33,"Rest"
"Telecom-Service","Hathway Cable & Datacom Ltd",HATHWAY,57.65,-28.12,5,9,4,33.33,"Rest"
"Telecom-Service","Railtel Corporation of India Ltd",RAILTEL,56.57,-10.28,6,6,0,0,"Exact Match"
"Telecom-Service","Tata Communications Ltd",TATACOMM,55.23,1.68,7,2,5,41.67,"Rest"
"Telecom-Service","Quadrant Televentures Ltd",511116,54.91,-19.15,8,8,0,0,"Exact Match"
"Telecom-Service","Tata Teleservices (Maharashtra) Ltd",TTML,54.63,-28.88,9,10,1,8.33,"Within 10%"
"Telecom-Service","Vodafone Idea Ltd",IDEA,54.11,51.77,10,1,9,75,"Rest"
"Telecom-Service","City Online Services Ltd",538674,40.38,-2.93,11,4,7,58.33,"Rest"
"Telecom-Service","Mahanagar Telephone Nigam Ltd",MTNL,37.63,-36.13,12,12,0,0,"Exact Match"
"Textiles","Ashnoor Textile Mills Ltd",507872,84.26,-11.04,1,103,102,43.22,"Rest"
"Textiles","Go Fashion (India) Ltd",GOCOLORS,76.10,-52.15,2,229,227,96.19,"Rest"
"Textiles","Billwin Industries Ltd",543209,74.44,-4.04,3,72,69,29.24,"Rest"
"Textiles","Vippy Spinpro Ltd",514302,74.22,-13.04,4,119,115,48.73,"Rest"
"Textiles","Vinny Overseas Ltd",VINNY,74.05,-13.64,5,122,117,49.58,"Rest"
"Textiles","Shanti Spintex Ltd",544059,73.95,-19.77,6,150,144,61.02,"Rest"
"Textiles","Rajkamal Synthetics Ltd",514028,73.57,-12.16,7,109.5,102.5,43.43,"Rest"
"Textiles","Mallcom (India) Ltd",MALLCOM,71.54,-4.00,8,71,63,26.69,"Rest"
"Textiles","Sri Ramakrishna Mills (Coimbatore) Ltd",521178,70.28,-19.05,9,146,137,58.05,"Rest"
"Textiles","Shri Dinesh Mills Ltd",SHRIDINESH,70.27,-18.54,10,144,134,56.78,"Rest"
"Textiles","Swasti Vinayaka Synthetics Ltd",510245,69.73,-33.27,11,212,201,85.17,"Rest"
"Textiles","Tuni Textile Mills Ltd",531411,69.17,-1.01,12,63,51,21.61,"Within 25%"
"Textiles","Nitin Spinners Ltd",NITINSPIN,68.35,10.54,13,39,26,11.02,"Within 25%"
"Textiles","Sky Industries Ltd",526479,68.01,-18.02,14,140,126,53.39,"Rest"
"Textiles","Sunil Industries Ltd",521232,67.90,-16.92,15,136,121,51.27,"Rest"
"Textiles","Aarnav Fashions Ltd",AARNAV,67.89,-33.63,16,213,197,83.47,"Rest"
"Textiles","Vardhman Textiles Ltd",VTL,67.80,31.52,17,17,0,0,"Exact Match"
"Textiles","Premco Global Ltd",530331,67.48,-5.65,18,79,61,25.85,"Rest"
"Textiles","Weizmann Ltd",WEIZMANIND,67.36,-21.61,19,169,150,63.56,"Rest"
"Textiles","Indian Card Clothing Company Ltd",INDIANCARD,66.15,-22.79,20,172,152,64.41,"Rest"
"Textiles","Riba Textiles Ltd",531952,65.92,-16.53,21,132,111,47.03,"Rest"
"Textiles","Manomay Tex India Ltd",MANOMAY,65.49,34.56,22,16,6,2.54,"Within 10%"
"Textiles","Bombay Dyeing & Manufacturing Company Ltd",BOMDYEING,64.34,-36.54,23.5,217,193.5,81.99,"Rest"
"Textiles","Donear Industries Ltd",DONEAR,64.34,-7.07,23.5,87,63.5,26.91,"Rest"
"Textiles","Monte Carlo Fashions Ltd",MONTECARLO,63.84,-2.63,25,66,41,17.37,"Within 25%"
"Textiles","Raghuvir Synthetics Ltd",514316,63.77,-7.49,26,88,62,26.27,"Rest"
"Textiles","Voith Paper Fabrics India Ltd",PORRITSPEN,63.68,-18.08,27,141,114,48.31,"Rest"
"Textiles","Siyaram Silk Mills Ltd",SIYSIL,63.51,-12.54,28,113,85,36.02,"Rest"
"Textiles","Trident Ltd",TRIDENT,63.43,-8.80,29,94,65,27.54,"Rest"
"Textiles","Indo Rama Synthetics (India) Ltd",INDORAMA,63.09,-34.09,30,214,184,77.97,"Rest"
"Textiles","Orbit Exports Ltd",ORBTEXP,62.98,-11.11,31,104,73,30.93,"Rest"
"Textiles","Lakhotia Polyesters (India) Ltd",535387,62.89,44.08,32,14,18,7.63,"Within 10%"
"Textiles","Bhandari Hosiery Exports Ltd",BHANDARI,61.67,-31.47,33,207,174,73.73,"Rest"
"Textiles","Salona Cotspin Ltd",SALONA,61.62,4.24,34,54,20,8.47,"Within 10%"
"Textiles","Ambika Cotton Mills Ltd",AMBIKCO,61.49,-6.96,35,85,50,21.19,"Within 25%"
"Textiles","Vijay Textiles Ltd",530151,61.45,-22.89,36,174.5,138.5,58.69,"Rest"
"Textiles","Super Sales India Ltd",SUPER,61.15,-23.32,37,177,140,59.32,"Rest"
"Textiles","Sunrakshakk Industries India Ltd",539300,60.95,8.88,38,45,7,2.97,"Within 10%"
"Textiles","Spenta International Ltd",526161,60.75,-21.30,39,163,124,52.54,"Rest"
"Textiles","Katare Spinning Mills Ltd",502933,60.59,-25.00,40,183.5,143.5,60.81,"Rest"
"Textiles","Amarjothi Spinning Mills Ltd",AMARJOTHI,60.54,-11.50,41,107,66,27.97,"Rest"
"Textiles","Rajapalayam Mills Ltd",RAJPALAYAM,60.37,-9.02,42,96,54,22.88,"Within 25%"
"Textiles","Swan Corp Ltd",SWANCORP,60.30,-21.35,43,164,121,51.27,"Rest"
"Textiles","Lux Industries Ltd",LUXIND,60.24,-30.37,44,203,159,67.37,"Rest"
"Textiles","Dhanlaxmi Cotex Ltd",512485,60.20,-49.75,45,227,182,77.12,"Rest"
"Textiles","Sanrhea Technical Textile Ltd",514280,60.04,13.81,46,32,14,5.93,"Within 10%"
"Textiles","Lovable Lingerie Ltd",LOVABLE,59.76,-20.16,47,157,110,46.61,"Rest"
"Textiles","Prabhhans Industries Ltd",530361,59.74,-47.09,48,226,178,75.42,"Rest"
"Textiles","Maris Spinners Ltd",531503,59.55,-28.03,49,193,144,61.02,"Rest"
"Textiles","LWS Knitwear Ltd",531402,59.51,-19.19,50,147,97,41.1,"Rest"
"Textiles","Winsome Textile Industries Ltd",514470,59.48,-20.11,51,155,104,44.07,"Rest"
"Textiles","Indo Count Industries Ltd",ICIL,59.20,7.66,52,46,6,2.54,"Within 10%"
"Textiles","Modern Threads (I) Ltd",MODTHREAD,59.12,-23.71,53.5,178,124.5,52.75,"Rest"
"Textiles","Zenith Fibres Ltd",514266,59.12,-25.22,53.5,185,131.5,55.72,"Rest"
"Textiles","DCM Nouvelle Ltd",DCMNVL,58.97,-21.06,55,162,107,45.34,"Rest"
"Textiles","Acknit Industries Ltd",530043,58.91,-12.27,56.5,111,54.5,23.09,"Within 25%"
"Textiles","Lambodhara Textiles Ltd",LAMBODHARA,58.91,-17.24,56.5,137,80.5,34.11,"Rest"
"Textiles","VTM Ltd",VTMLTD,58.76,12.95,58,34,24,10.17,"Within 25%"
"Textiles","Deepak Spinners Ltd",DEEPAKSPIN,58.70,-12.68,59,116,57,24.15,"Within 25%"
"Textiles","R&B Denims Ltd",RNBDENIMS,58.54,104.69,60,6,54,22.88,"Within 25%"
"Textiles","BSL Ltd",BSL,58.52,-25.92,61,189,128,54.24,"Rest"
"Textiles","Shiva Suitings Ltd",521003,58.30,-3.42,63,68,5,2.12,"Within 10%"
"Textiles","STL Global Ltd",SGL,58.30,-12.09,63,108,45,19.07,"Within 25%"
"Textiles","SBC Exports Ltd",SBC,58.30,69.25,63,11,52,22.03,"Within 25%"
"Textiles","Vishal Fabrics Ltd",VISHAL,58.28,-35.47,65,215,150,63.56,"Rest"
"Textiles","Arex Industries Ltd",526851,58.24,-19.87,66,151,85,36.02,"Rest"
"Textiles","Titaanium Ten Enterprise Ltd",539985,58.19,-60.74,67,234,167,70.76,"Rest"
"Textiles","Pasupati Spinning & Weaving Mills Ltd",PASUPATSPG,58.10,-8.47,68,92,24,10.17,"Within 25%"
"Textiles","SPL Industries Ltd",SPLIL,57.85,-22.24,69,170,101,42.8,"Rest"
"Textiles","Active Clothing Co Ltd",541144,57.80,-30.38,70,204,134,56.78,"Rest"
"Textiles","Nivaka Fashions Ltd",542206,57.55,-59.23,71,233,162,68.64,"Rest"
"Textiles","Himatsingka Seide Ltd",HIMATSEIDE,57.49,-21.45,72.5,167,94.5,40.04,"Rest"
"Textiles","Sportking India Ltd",SPORTKING,57.49,4.58,72.5,53,19.5,8.26,"Within 10%"
"Textiles","Gini Silk Mills Ltd",531744,57.40,-22.83,74,173,99,41.95,"Rest"
"Textiles","APM Industries Ltd",523537,57.29,9.39,75,42,33,13.98,"Within 25%"
"Textiles","Super Fine Knitters Ltd",540269,57.15,0.09,76,59,17,7.2,"Within 10%"
"Textiles","Pratik Panels Ltd",526490,57.01,14.33,77,31,46,19.49,"Within 25%"
"Textiles","Welspun Living Ltd",WELSPUNLIV,56.63,7.12,78,48,30,12.71,"Within 25%"
"Textiles","Shree Bhavya Fabrics Ltd",521131,56.59,-8.73,79,93,14,5.93,"Within 10%"
"Textiles","Sheshadri Industries Ltd",539111,56.57,-29.95,80,201,121,51.27,"Rest"
"Textiles","Cheviot Company Ltd",CHEVIOT,56.55,-11.34,81,106,25,10.59,"Within 25%"
"Textiles","Shekhawati Industries Ltd",SHEKHAWATI,56.51,-42.32,82,223,141,59.75,"Rest"
"Textiles","Mahalaxmi Rubtech Ltd",MHLXMIRU,56.44,-21.48,83,168,85,36.02,"Rest"
"Textiles","Kamadgiri Fashion Ltd",514322,56.37,-25.00,84,183.5,99.5,42.16,"Rest"
"Textiles","Sarla Performance Fibers Ltd",SARLAPOLY,56.21,-25.36,85,186,101,42.8,"Rest"
"Textiles","Faze Three Ltd",FAZE3Q,56.05,-3.78,86,69,17,7.2,"Within 10%"
"Textiles","RSWM Ltd",RSWM,55.94,-5.46,87,77,10,4.24,"Within 10%"
"Textiles","Amit International Ltd",531300,55.83,-18.50,88,143,55,23.31,"Within 25%"
"Textiles","GB Global Ltd",GBGLOBAL,55.60,0.00,89,60.5,28.5,12.08,"Within 25%"
"Textiles","Sangam (India) Ltd",SANGAMIND,55.51,29.61,90,18,72,30.51,"Rest"
"Textiles","S K International Export Ltd",542728,55.43,58.73,91,13,78,33.05,"Rest"
"Textiles","Ganesha Ecosphere Ltd",GANECOS,55.39,-43.00,92,224,132,55.93,"Rest"
"Textiles","Shubham Polyspin Ltd",542019,55.30,72.26,93,10,83,35.17,"Rest"
"Textiles","Surbhi Industries Ltd",514260,55.20,151.67,94,4,90,38.14,"Rest"
"Textiles","Pioneer Embroideries Ltd",PIONEEREMB,55.14,-28.36,95,194,99,41.95,"Rest"
"Textiles","Lorenzini Apparels Ltd",LAL,55.09,-29.27,96,196,100,42.37,"Rest"
"Textiles","Suryaamba Spinning Mills Ltd",533101,54.99,-8.81,97,95,2,0.85,"Within 10%"
"Textiles","Loyal Textile Mills Ltd",LOYALTEX,54.93,-24.88,98,182,84,35.59,"Rest"
"Textiles","Fiberweb (India) Ltd",FIBERWEB,54.87,-14.09,99,126,27,11.44,"Within 25%"
"Textiles","Bannari Amman Spinning Mills Ltd",BASML,54.84,-22.75,100,171,71,30.08,"Rest"
"Textiles","Jindal Poly Films Ltd",JINDALPOLY,54.61,22.42,101,21,80,33.9,"Rest"
"Textiles","Standard Industries Ltd",SIL,54.46,-20.12,102,156,54,22.88,"Within 25%"
"Textiles","Jindal Worldwide Ltd",JINDWORLD,54.23,-29.53,103,197,94,39.83,"Rest"
"Textiles","VIP Clothing Ltd",VIPCLOTHNG,54.13,-44.71,104,225,121,51.27,"Rest"
"Textiles","Cantabil Retail India Ltd",CANTABIL,53.86,5.30,105,51,54,22.88,"Within 25%"
"Textiles","Suryalata Spinning Mills Ltd",514138,53.64,6.31,106,50,56,23.73,"Within 25%"
"Textiles","Shantai Industries Ltd",512297,53.63,189.58,107,3,104,44.07,"Rest"
"Textiles","Maral Overseas Ltd",MARALOVER,53.61,-19.89,108.5,153,44.5,18.86,"Within 25%"
"Textiles","Angel Fibers Ltd",541006,53.61,-29.25,108.5,195,86.5,36.65,"Rest"
"Textiles","Padam Cotton Yarns Ltd",531395,53.40,-72.84,110,236,126,53.39,"Rest"
"Textiles","H P Cotton Textile Mills Ltd",502873,53.38,-2.88,111,67,44,18.64,"Within 25%"
"Textiles","KG Petrochem Ltd",531609,53.27,-12.60,112,114,2,0.85,"Within 10%"
"Textiles","Anjani Synthetics Ltd",531223,53.04,-32.43,113,208,95,40.25,"Rest"
"Textiles","Indian Terrain Fashions Ltd",INDTERRAIN,52.80,-13.79,114,125,11,4.66,"Within 10%"
"Textiles","Garware Technical Fibres Ltd",GARFIBRES,52.72,-20.90,115,160,45,19.07,"Within 25%"
"Textiles","Shree Manufacturing Company Ltd",503863,52.71,-6.06,116,80,36,15.25,"Within 25%"
"Textiles","Damodar Industries Ltd",DAMODARIND,52.66,-29.66,117,200,83,35.17,"Rest"
"Textiles","Filatex India Ltd",FILATEX,52.63,-16.60,118,134,16,6.78,"Within 10%"
"Textiles","York Exports Ltd",530675,52.57,12.49,119,36,83,35.17,"Rest"
"Textiles","Aditya Spinners Ltd",ADITYASPIN,52.47,-19.41,120,148,28,11.86,"Within 25%"
"Textiles","Mohite Industries Ltd",532140,52.45,11.65,121,37,84,35.59,"Rest"
"Textiles","Ruby Mills Ltd",RUBYMILLS,52.40,-18.61,122,145,23,9.75,"Within 10%"
"Textiles","Kallam Textiles Ltd",530201,52.36,-23.80,123.5,179,55.5,23.52,"Within 25%"
"Textiles","Valson Industries Ltd",530459,52.36,-0.57,123.5,62,61.5,26.06,"Rest"
"Textiles","Bluechip Tex Industries Ltd",506981,52.28,-13.60,125,121,4,1.69,"Within 10%"
"Textiles","S P Apparels Ltd",SPAL,52.13,-4.70,126,74,52,22.03,"Within 25%"
"Textiles","Banswara Syntex Ltd",BANSWRAS,52.01,-12.41,127,112,15,6.36,"Within 10%"
"Textiles","Jasch Industries Ltd",JASCHIND,51.87,-8.36,128,91,37,15.68,"Within 25%"
"Textiles","Omnitex Industries (India) Ltd",514324,51.84,65.78,129,12,117,49.58,"Rest"
"Textiles","Celebrity Fashions Ltd",CELEBRITY,51.65,-41.25,130,221,91,38.56,"Rest"
"Textiles","Prakash Woollen & Synthetic Mills Ltd",531437,51.57,-21.36,131,165,34,14.41,"Within 25%"
"Textiles","Century Enka Ltd",CENTENKA,51.46,-13.00,132.5,118,14.5,6.14,"Within 10%"
"Textiles","GHCL Textiles Ltd",GHCLTEXTIL,51.46,-3.90,132.5,70,62.5,26.48,"Rest"
"Textiles","Shahlon Silk Industries Ltd",542862,51.45,27.71,134,19,115,48.73,"Rest"
"Textiles","PBM Polytex Ltd",514087,51.44,-20.89,135,159,24,10.17,"Within 25%"
"Textiles","Binayaka Tex Processors Ltd",523054,51.34,-5.37,136,76,60,25.42,"Rest"
"Textiles","Yarn Syndicate Ltd",514378,51.32,-37.36,137,218,81,34.32,"Rest"
"Textiles","GTN Industries Ltd",GTNIND,51.23,-9.67,138,99,39,16.53,"Within 25%"
"Textiles","Filatex Fashions Ltd",FILATFASH,51.13,-58.18,139,232,93,39.41,"Rest"
"Textiles","Supertex Industries Ltd",526133,51.08,-15.14,140,129,11,4.66,"Within 10%"
"Textiles","E-Land Apparel Ltd",ELAND,51.06,-29.60,141,198,57,24.15,"Within 25%"
"Textiles","Kakatiya Textiles Ltd",521054,50.91,-49.97,142,228,86,36.44,"Rest"
"Textiles","Sumeet Industries Ltd",SUMEETINDS,50.90,7.43,143,47,96,40.68,"Rest"
"Textiles","Sutlej Textiles and Industries Ltd",SUTLEJTEX,50.74,-18.22,144,142,2,0.85,"Within 10%"
"Textiles","Nahar Industrial Enterprises Ltd",NAHARINDUS,50.45,-12.91,145,117,28,11.86,"Within 25%"
"Textiles","Hisar Spinning Mills Ltd",521068,50.44,22.18,146,22,124,52.54,"Rest"
"Textiles","Harish Textile Engineers Ltd",542682,50.43,9.63,147,41,106,44.92,"Rest"
"Textiles","Grasim Industries Ltd",GRASIM,50.32,2.13,148,57,91,38.56,"Rest"
"Textiles","JCT Ltd",JCT,50.12,0.00,149,60.5,88.5,37.5,"Rest"
"Textiles","Peeti Securities Ltd",531352,50.03,1.99,150,58,92,38.98,"Rest"
"Textiles","Trident Texofab Ltd",540726,49.83,-63.97,151,235,84,35.59,"Rest"
"Textiles","Wires & Fabriks (S.A) Ltd",507817,49.73,-32.91,152,210,58,24.58,"Within 25%"
"Textiles","Shiva Texyarn Ltd",SHIVATEX,49.68,-6.20,153,81,72,30.51,"Rest"
"Textiles","Bhilwara Spinners Ltd",514272,49.62,-10.64,154,102,52,22.03,"Within 25%"
"Textiles","Nutech Global Ltd",531304,49.54,10.06,155,40,115,48.73,"Rest"
"Textiles","Indo Cotspin Ltd",538838,49.41,-5.05,156,75,81,34.32,"Rest"
"Textiles","Reliance Chemotex Industries Ltd",RELCHEMQ,49.27,-26.10,157,190,33,13.98,"Within 25%"
"Textiles","Suryalakshmi Cotton Mills Ltd",SURYALAXMI,49.16,-9.52,158,97,61,25.85,"Rest"
"Textiles","Alan Scott Enterprises Ltd",539115,49.09,21.21,159,24,135,57.2,"Rest"
"Textiles","Nandan Denim Ltd",NDL,48.99,-19.59,160,149,11,4.66,"Within 10%"
"Textiles","Advance Lifestyles Ltd",521048,48.97,-10.62,161,101,60,25.42,"Rest"
"Textiles","Premier Synthetics Ltd",509835,48.90,-29.61,162,199,37,15.68,"Within 25%"
"Textiles","Atvo Enterprises Ltd",532090,48.69,9.23,163,44,119,50.42,"Rest"
"Textiles","Shiva Mills Ltd",SHIVAMILLS,48.62,-22.89,164,174.5,10.5,4.45,"Within 10%"
"Textiles","Nahar Spinning Mills Ltd",NAHARSPING,48.61,-7.02,165,86,79,33.47,"Rest"
"Textiles","Shalimar Wires Industries Ltd",532455,48.35,-8.04,166,90,76,32.2,"Rest"
"Textiles","Pasupati Acrylon Ltd",PASUPTAC,48.20,16.96,167,28,139,58.9,"Rest"
"Textiles","Addi Industries Ltd",507852,48.05,-12.66,168,115,53,22.46,"Within 25%"
"Textiles","Uniroyal Industries Ltd",521226,47.87,-16.86,169,135,34,14.41,"Within 25%"
"Textiles","Nagreeka Exports Ltd",NAGREEKEXP,47.80,-6.35,170,82,88,37.29,"Rest"
"Textiles","Suditi Industries Ltd",SUDITIND,47.74,18.17,171,26,145,61.44,"Rest"
"Textiles","Texel Industries Ltd",526638,47.58,-23.13,172,176,4,1.69,"Within 10%"
"Textiles","Lakshmi Mills Company Ltd",LAKSHMIMIL,47.50,-17.35,173,138,35,14.83,"Within 25%"
"Textiles","Raj Rayon Industries Ltd",RAJRILTD,47.24,-12.16,174,109.5,64.5,27.33,"Rest"
"Textiles","Betex India Ltd",512477,46.97,-5.48,175,78,97,41.1,"Rest"
"Textiles","Sambandam Spinning Mills Ltd",SAMBANDAM,46.90,-18.00,176,139,37,15.68,"Within 25%"
"Textiles","Minaxi Textiles Ltd",531456,46.63,-24.47,177,181,4,1.69,"Within 10%"
"Textiles","Bharat Textiles & Proofing Industries Ltd",531029,46.60,97.19,178,7,171,72.46,"Rest"
"Textiles","Vardhman Polytex Ltd",VARDMNPOLY,46.58,-16.31,179,131,48,20.34,"Within 25%"
"Textiles","Gujarat Hy-Spin Ltd",540938,46.52,-55.58,180,231,51,21.61,"Within 25%"
"Textiles","Axita Cotton Ltd",AXITA,46.36,13.23,181,33,148,62.71,"Rest"
"Textiles","Skybiotech Healthcare Limited",512036,46.12,-40.37,182,220,38,16.1,"Within 25%"
"Textiles","United Textiles Ltd",521188,45.63,3.25,183,56,127,53.81,"Rest"
"Textiles","Gokak Textiles Ltd",532957,45.57,-20.92,184,161,23,9.75,"Within 10%"
"Textiles","Arvind Ltd",ARVIND,45.41,21.38,185,23,162,68.64,"Rest"
"Textiles","Varvee Global Ltd",VGL,45.05,-30.30,186,202,16,6.78,"Within 10%"
"Textiles","Santosh Fine Fab Ltd",530035,44.69,-14.47,187,127,60,25.42,"Rest"
"Textiles","RLF Ltd",512618,44.65,15.30,188,29,159,67.37,"Rest"
"Textiles","Advance Syntex Ltd",539982,44.63,6.44,189,49,140,59.32,"Rest"
"Textiles","Sanblue Corporation Ltd",521222,44.51,-20.56,190,158,32,13.56,"Within 25%"
"Textiles","Kiran Syntex Ltd",530443,44.35,84.35,191,8,183,77.54,"Rest"
"Textiles","Adinath Textiles Ltd",514113,44.16,-4.35,192,73,119,50.42,"Rest"
"Textiles","Virat Industries Ltd",530521,43.98,-37.76,193,219,26,11.02,"Within 25%"
"Textiles","Paras Petrofils Ltd",PARASPETRO,43.63,-9.64,194,98,96,40.68,"Rest"
"Textiles","AYM Syntex Ltd",AYMSYNTEX,43.40,5.13,195.5,52,143.5,60.81,"Rest"
"Textiles","Bhilwara Technical Textiles Ltd",533108,43.40,-24.39,195.5,180,15.5,6.57,"Within 10%"
"Textiles","Digjam Ltd",DIGJAMLMTD,43.34,-16.15,197,130,67,28.39,"Rest"
"Textiles","Seasons Textiles Ltd",514264,43.19,-7.55,198,89,109,46.19,"Rest"
"Textiles","Konark Synthetic Ltd",514128,42.97,9.32,199,43,156,66.1,"Rest"
"Textiles","Veejay Lakshmi Engineering Works Ltd",522267,42.51,-32.64,200,209,9,3.81,"Within 10%"
"Textiles","Bindal Exports Ltd",540148,42.10,-9.71,201,100,101,42.8,"Rest"
"Textiles","CLC Industries Ltd",CLCIND,41.73,316.48,202.5,2,200.5,84.96,"Rest"
"Textiles","Bang Overseas Ltd",BANG,41.73,-16.54,202.5,133,69.5,29.45,"Rest"
"Textiles","Gujarat Cotex Ltd",GUJCOTEX,41.54,-6.75,204,83,121,51.27,"Rest"
"Textiles","Sparkle Gold Rock Ltd",530037,41.40,-32.99,205,211,6,2.54,"Within 10%"
"Textiles","Ginni Filaments Ltd",GINNIFILA,41.31,-25.73,206.5,187.5,19,8.05,"Within 10%"
"Textiles","Subhash Silk Mills Ltd",530231,41.31,-19.92,206.5,154,52.5,22.25,"Within 25%"
"Textiles","Jaihind Synthetics Ltd",514312,41.13,-6.85,208,84,124,52.54,"Rest"
"Textiles","United Leasing & Industries Ltd",507808,41.07,17.36,209,27,182,77.12,"Rest"
"Textiles","Soma Textiles & Industries Ltd",SOMATEX,41.04,35.63,210,15,195,82.63,"Rest"
"Textiles","Gloster Ltd",GLOSTERLTD,40.41,-14.80,211,128,83,35.17,"Rest"
"Textiles","Southern Latex Ltd",514454,40.26,11.32,212,38,174,73.73,"Rest"
"Textiles","GTN Textiles Ltd",GTNTEX,39.65,-1.20,213,65,148,62.71,"Rest"
"Textiles","Sri Nachammai Cotton Mills Ltd",521234,39.27,-13.29,214,120,94,39.83,"Rest"
"Textiles","Gravity (India) Ltd",532015,38.81,140.29,215,5,210,88.98,"Rest"
"Textiles","Golden Carpets Ltd",531928,38.71,-26.76,216,192,24,10.17,"Within 25%"
"Textiles","Garment Mantra Lifestyle Ltd",539216,38.68,15.29,217,30,187,79.24,"Rest"
"Textiles","Akshar Spintex Ltd",AKSHAR,37.88,-21.43,218,166,52,22.03,"Within 25%"
"Textiles","Rudra Ecovation Ltd",514010,37.82,-36.53,219,216,3,1.27,"Within 10%"
"Textiles","Ludlow Jute & Specialities Ltd",526179,37.80,-53.42,220,230,10,4.24,"Within 10%"
"Textiles","Mohit Industries Ltd",MOHITIND,37.65,-30.96,221,206,15,6.36,"Within 10%"
"Textiles","Delta Manufacturing Ltd",DELTAMAGNT,37.24,-26.47,222,191,31,13.14,"Within 25%"
"Textiles","Jattashankar Industries Ltd",514318,37.13,81.51,223,9,214,90.68,"Rest"
"Textiles","Suryavanshi Spinning Mills Ltd",SURYVANSPG,36.70,-11.17,224,105,119,50.42,"Rest"
"Textiles","T T Ltd",TTL,36.30,-13.70,225,123,102,43.22,"Rest"
"Textiles","Indian Acrylics Ltd",INDIANACRY,34.43,-25.73,226,187.5,38.5,16.31,"Within 25%"
"Textiles","Dhanlaxmi Fabrics Ltd",521151,33.82,3.36,227,55,172,72.88,"Rest"
